분류,자치구,공연/행사명,날짜,장소,기관명,시작일,종료일,X좌표(WGS84),Y좌표(WGS84),X좌표(GRS80TM),Y좌표(GRS80TM)
기타,강동구,[강동문화재단] 한밤의 공연 산책 Ⅳ: 폴로세움+더 해프닝쇼 My Dream,2025-11-28~2025-11-28, 강동아트센터 소극장 드림,강동문화재단,2025.11.28 0:00,2025.11.28 0:00,127.1573425,37.55122046,969733.1318945776,1950264.040506302
교육/체험,종로구,커플?부부를 위한 1일 세미나 [나의 무의식이 말하는 사랑이야기] ,2025-11-28~2025-11-28,자기사랑 세미나실 2층 ,기타,2025.11.28 0:00,2025.11.28 0:00,126.9972312,37.58517828,955610.6106127064,1954095.085917836
교육/체험,종로구,"[운현궁] 맞춤형 전통문화체험 원데이 클래스 [찻잔 속 운현궁의 마음을 담다, 차향가득 One day Class]",2025-11-28~2025-11-28,운현궁 이로당,운현궁,2025.11.28 0:00,2025.11.28 0:00,126.9870834,37.57607865,954709.1445728176,1953090.3684927616
국악,서초구,지운하 명인의 예인 인생 70주년 [동행],2025-11-28~2025-11-25,국립국악원 예악당,기타,2025.11.28 0:00,2025.11.25 0:00,127.0098185,37.47771881,956659.8114596568,1942167.1973499504
축제-문화/예술,영등포구,[영등포문화재단] 2025 YDP창의예술교육센터 결과공유축제 [둥둥제],2025-11-27~2025-12-13,YDP창의예술교육센터 (영등포구 양평로20길 8-1),영등포문화재단,2025.11.27 0:00,2025.12.13 0:00,126.8958028,37.5377136,946621.5786019344,1948881.8643772425
교육/체험,종로구,[서울문화재단] 문학으로 모이는 방법들 2025 (11월),2025-11-27~2025-11-29,서울문화재단 대학로센터,서울문화재단,2025.11.27 0:00,2025.11.29 0:00,127.0037167,37.583699,956182.3511819724,1953927.921715675
교육/체험,중구,[서울공예박물관] 박수지X도자공예 워크숍 [테이블 웨어 만들기],2025-11-27~2025-11-28,"박수지 작가 공방 (중구 장충단로10길 48, 1층)",서울공예박물관,2025.11.27 0:00,2025.11.28 0:00,127.0095656,37.56324906,956686.9207932736,1951656.3893289624
교육/체험,종로구,[서울공예박물관] 무크스튜디오X섬유(터프팅) 워크숍 [테이블 매트 만들기],2025-11-27~2025-11-28,무크스튜디오 (종로구 돈화문로 72),서울공예박물관,2025.11.27 0:00,2025.11.28 0:00,126.9910385,37.57490186,955057.677504792,1952957.9100540483
영화,종로구,"[서울역사박물관] 제7회 배리어프리영화관 [배리어프리 단편특별전-실금, 이씨 가문의 형제들, 찌개]",2025-11-27~2025-11-27,서울역사박물관 1층 강당(야주개홀),서울역사박물관,2025.11.27 0:00,2025.11.27 0:00,126.9705237,37.57050753,953243.4191009022,1952480.39082138
클래식,서초구,[서울시립교향악단] 2025 서울시향 얍 판 츠베덴과 이매뉴얼 엑스 ①,2025-11-27~2025-11-27,예술의전당 콘서트홀,서울시립교향악단,2025.11.27 0:00,2025.11.27 0:00,127.0142152,37.4802402,957049.9983933078,1942444.914082444
교육/체험,영등포구,"[서울외국인주민센터] 서울디아스포라 지역탐방 [다양성의 큰 숲, 대림동을 걷다]",2025-11-27~2025-11-27,대림동 일대,서울시청,2025.11.27 0:00,2025.11.27 0:00,126.8974094,37.50473643,946740.0802157632,1945222.3132949544
교육/체험,종로구,[서울공예박물관] 시간을 마시는 미적 경험 [공예다회茶會],2025-11-27~2025-11-27,안내동 1층 한옥 파빌리온 필정,서울공예박물관,2025.11.27 0:00,2025.11.27 0:00,126.9835334,37.57664817,954396.0225058284,1953155.2712620024
클래식,서초구,[서초문화재단] 서리풀 재즈페스타 [Witchcraft],2025-11-27~2025-11-27,심산기념문화센터 2층 반포심산아트홀,서초문화재단,2025.11.27 0:00,2025.11.27 0:00,126.9912425,37.49883446,955030.0334355916,1944518.5547814665
무용,마포구,[마포문화재단] 2025 M발레시리즈 해설이 있는 발레 [Ballet Plus-고전발레로의 초대],2025-11-27~2025-11-27,마포아트센터 아트홀맥,마포문화재단,2025.11.27 0:00,2025.11.27 0:00,126.9455338,37.54990609,951023.1291955884,1950207.4899084808
국악,동대문구,조성재 [진면목] - 수림뉴웨이브2025,2025-11-27~2025-11-27,김희수아트센터SPACE1,기타,2025.11.27 0:00,2025.11.27 0:00,127.0428195,37.59070597,959638.6036251442,1954687.7901746745
뮤지컬/오페라,도봉구,[도봉문화원] 2025. 편지 낭독 콘서트 [오페라 속 편지 이야기: 사랑하기 때문에],2025-11-27~2025-11-27,도봉구민회관 소공연장(3층),도봉문화원,2025.11.27 0:00,2025.11.27 0:00,127.038442,37.6541978,959286.7828540436,1961733.8369746655
전시/미술,동대문구,[서울시립 사진미술관] 사진이 할 수 있는 모든 것,2025-11-26~2026-03-01,"서울시립 사진미술관 2층 1,2,3,4전시실, 2층 영상홀",서울시립미술관,2025.11.26 0:00,2026.3.1 0:00,127.0489478,37.65551502,960214.1887476476,1961875.4691731287
전시/미술,종로구,[국립현대미술관] 이중시선,2025-11-26~2026-01-10," 국립현대미술관 서울 지하1층, MMCA영상관",국립현대미술관,2025.11.26 0:00,2026.1.10 0:00,126.980088,37.57862803,954093.0072443066,1953376.6053669676
전시/미술,종로구,[서울공예박물관] 공예동행@쇼윈도 #6. 2326 5월 17일 탐사일지 7A-03,2025-11-26~2025-12-28,전시3동 1층 쇼윈도갤러리,서울공예박물관,2025.11.26 0:00,2025.12.28 0:00,126.9835334,37.57664817,954396.0225058284,1953155.2712620024
영화,광진구,[광진문화재단] 국립극단 명작상영회,2025-11-26~2025-12-10,나루아트센터 스페이스76,광진문화재단,2025.11.26 0:00,2025.12.10 0:00,127.070576,37.53757063,962062.114331774,1948781.14232423
클래식,영등포구,[영등포문화재단] 기획공연(YDPPick) [도란도란 클래식 - 모차르트편],2025-11-26~2025-11-29,영등포아트홀,영등포문화재단,2025.11.26 0:00,2025.11.29 0:00,126.9001093,37.52600873,946993.7611411518,1947580.8337351324
교육/체험,종로구,[서울시립미술관 서소문본관] 2025 신진미술인 전시 리뷰 프로그램,2025-11-26~2025-11-26,서울시립미술관 서소문본관 3층 SeMA L,서울시립미술관,2025.11.26 0:00,2025.11.26 0:00,126.9736993,37.56410607,953519.8719542116,1951768.6046231077
교육/체험,종로구,[서울공예박물관] 필드오즈X우드카빙 워크숍 [우드 플레이트 만들기],2025-11-26~2025-11-26,"필드오즈 공방 (종로구 율곡로259, 1층)",서울공예박물관,2025.11.26 0:00,2025.11.26 0:00,127.0068347,37.57401218,956452.0046583544,1952851.7657745937
기타,종로구,[서울공예박물관] 2025년 서울공예박물관 국제학술심포지엄 《한?일 옻칠의 역사와 미래》,2025-11-26~2025-11-26,서울공예박물관 교육동 1층 강당,서울공예박물관,2025.11.26 0:00,2025.11.26 0:00,126.9835334,37.57664817,954396.0225058284,1953155.2712620024
국악,종로구,생황의 향악화II - 유예지,2025-11-26~2025-11-26,서울돈화문국악당,기타,2025.11.26 0:00,2025.11.26 0:00,126.9907307,37.57725028,955031.9102333072,1953218.603279224
콘서트,관악구,[관악문화재단] 제16회 관악구립여성합창단 정기연주회 [노래에 진심],2025-11-26~2025-11-26,관악아트홀 공연장,관악문화재단,2025.11.26 0:00,2025.11.26 0:00,126.9449624,37.46755336,950918.7635116624,1941071.2328111068
영화,성동구,[성동문화재단] 2025 성동 필름 페스타 [세계 영화 상영회 9회차],2025-11-26~2025-11-26,성수아트홀,성동문화재단,2025.11.26 0:00,2025.11.26 0:00,127.0469481,37.54542883,959978.8739184224,1949662.75972225
독주/독창회,동작구,[동작문화재단] 한수진 바이올린 리사이틀,2025-11-26~2025-11-26,원불교 소태산홀,동작문화재단,2025.11.26 0:00,2025.11.26 0:00,126.9638593,37.50975909,952616.4715051936,1945744.0127932683
전시/미술,노원구,"[서울시립과학관] 특별기획전 2025년 전시 [그 약,알고 먹나요?]",2025-11-25~2026-04-12,서울시립과학관 X전시실,서울시립과학관,2025.11.25 0:00,2026.4.12 0:00,127.0774371,37.64199411,962720.3891783686,1960363.6711775344
전시/미술,도봉구,[김근태기념도서관] 도봉 마을아카이브 연계 민주주의?인권 기획전 [기억×기록],2025-11-25~2026-02-08,김근태기념도서관 B1~3F,도봉구청,2025.11.25 0:00,2026.2.8 0:00,127.0440199,37.68766744,959796.862705253,1965444.7783907608
전시/미술,종로구,[서울역사박물관] 베셀레 바노체(Vesele Vanoce),2025-11-25~2026-01-18,서울역사박물관 1층 로비전시실,서울아트책보고,2025.11.25 0:00,2026.1.18 0:00,126.9705237,37.57050753,953243.4191009022,1952480.39082138
교육/체험,종로구,[청운문학도서관] 11월 종로 책크인 [소원을 담은 위시트리],2025-11-25~2025-12-29,청운문학도서관,종로문화재단,2025.11.25 0:00,2025.12.29 0:00,126.9659189,37.5903786,952849.3123558332,1954687.2960185732
교육/체험,구로구,[서울아트책보고] 화가의 사람들: 위대한 화가들의 사랑과 우정에 대하여,2025-11-25~2025-12-11,서울아트책보고 워크숍룸,서울아트책보고,2025.11.25 0:00,2025.12.11 0:00,126.8670887,37.49821257,944055.292337661,1944516.1196441173
전시/미술,종로구,"[운현궁] 2025 하우스뮤지엄 [바다의 조각, 한복에 피어나다]",2025-11-25~2025-11-30,운현궁 노락당,운현궁,2025.11.25 0:00,2025.11.30 0:00,126.9870834,37.57607865,954709.1445728176,1953090.3684927616
교육/체험,종로구,[서울공예박물관] 인스타 감성 사진 클래스 [사진일상회],2025-11-25~2025-11-26,"서울공예박물관 전시3동, 기타장소",서울공예박물관,2025.11.25 0:00,2025.11.26 0:00,126.9835334,37.57664817,954396.0225058284,1953155.2712620024
클래식,서초구,[서초문화재단] 서리풀 고음악 오디세이 [한국의 산조와 바로크 모음곡],2025-11-25~2025-11-25,심산기념문화센터 2층 반포심산아트홀,서초문화재단,2025.11.25 0:00,2025.11.25 0:00,126.9912425,37.49883446,955030.0334355916,1944518.5547814665
콘서트,마포구,[마포문화재단] 2025 M 기획시리즈 심수봉 콘서트 [꽃길],2025-11-25~2025-11-25,마포아트센터 아트홀맥,마포문화재단,2025.11.25 0:00,2025.11.25 0:00,126.9455338,37.54990609,951023.1291955884,1950207.4899084808
클래식,영등포구,2025 서경스트링 오케스트라 정기연주회,2025-11-25~2025-11-25,영산아트홀,기타,2025.11.25 0:00,2025.11.25 0:00,126.9248927,37.52927196,949185.8513513416,1947929.1935170835
클래식,성동구,[성동문화재단] 제14회 성동구립꿈의오케스트라 정기연주회,2025-11-25~2025-11-25,소월아트홀,성동문화재단,2025.11.25 0:00,2025.11.25 0:00,127.0360064,37.55930723,959019.9143347088,1951207.2066893373
교육/체험,은평구,[구립증산정보도서관] 자녀를 위한 과학 독서 수업 [초등맘이 꼭 알아야 할 과학 글쓰기와 사고력 키우기],2025-11-25~2025-11-25,온라인 줌(zoom),은평구청,2025.11.25 0:00,2025.11.25 0:00,126.9076713,37.58280944,947701.6546022428,1953878.3655357205
전시/미술,종로구,2025 상명대학교 조형예술전공 제58회 졸업전시 [파도를 타는 법],2025-11-24~2025-12-05,"상명대학교 서울캠퍼스 미래백년관  B1 갤러리 월해, 밀레홀 / 미술가정관  1F 스페이스 제로",기타,2025.11.24 0:00,2025.12.5 0:00,126.9551595,37.60410891,951908.2628057936,1956216.071647102
기타,강남구,[강남문화재단] 배리어프리 [최현우의 매직쇼],2025-11-24~2025-11-24,CG아트홀(서울특별시 강남구 언주로 711 건설회관 2층),강남문화재단,2025.11.24 0:00,2025.11.24 0:00,127.03343,37.51707775,958769.1184065576,1946523.21227229
교육/체험,종로구,[서울공예박물관] 창작과 영감에 대한 북토크 [공예 너머의 대화],2025-11-24~2025-11-24,서울공예박물관 공예도서실,서울공예박물관,2025.11.24 0:00,2025.11.24 0:00,126.9835334,37.57664817,954396.0225058284,1953155.2712620024
교육/체험,종로구,"[서울생활문화센터 체부] 청년문화기획자 네트워크 [살롱, 내일] 5회차",2025-11-24~2025-11-24,서울생활문화센터 체부,서울생활문화센터-체부,2025.11.24 0:00,2025.11.24 0:00,126.9714894,37.5767085,953332.5677815544,1953167.87890043
교육/체험,종로구,[서울공예박물관] 필사를 통한 마음 정화 시간 [공예도서 필사관],2025-11-24~2025-11-24,서울공예박물관 공예도서실,서울공예박물관,2025.11.24 0:00,2025.11.24 0:00,126.9835334,37.57664817,954396.0225058284,1953155.2712620024
연극,성북구,[서울문화재단]  2025 《PLAY-UP 아카데미》 극작수업-희곡창작워크숍 예고편 쇼케이스,2025-11-24~2025-11-24,서울씨어터 제로 (서울연극창작센터 1층),서울문화재단,2025.11.24 0:00,2025.11.24 0:00,127.0060408,37.58921794,956390.7709288571,1954539.1408133768
전시/미술,종로구,[이회영기념관 특별전] 세 가지 눈물 - 성재 이시영,2025-11-23~2026-03-01,이회영기념관,서울시청,2025.11.23 0:00,2026.3.1 0:00,126.9658327,37.57317393,952830.8485627004,1952778.5597926253
무용,은평구,[서울문화예술교육센터 은평] 서울무용제 홍보대사 워크숍,2025-11-23~2025-11-23,서울문화예술교육센터 은평 3층 댄스스튜디오1,서울문화재단,2025.11.23 0:00,2025.11.23 0:00,126.8937824,37.5851271,946477.0127885664,1954143.3233535227
클래식,마포구,"[마포문화재단] 제10회 M 클래식 축제 [가을, 세레나데]",2025-11-23~2025-11-23,마포아트센터 아트홀맥,마포문화재단,2025.11.23 0:00,2025.11.23 0:00,126.9455338,37.54990609,951023.1291955884,1950207.4899084808
클래식,종로구,2025 누구나 꿈나무오케스트라 정기연주회,2025-11-23~2025-11-23,세종문화회관 세종M씨어터,세종문화회관,2025.11.23 0:00,2025.11.23 0:00,126.9760053,37.5726241,953728.7969967966,1952712.5005738556
교육/체험,성동구,[성동구립도서관] 11월 영어스토리텔링 수업,2025-11-23~2025-11-23,성동구립도서관,성동문화재단,2025.11.23 0:00,2025.11.23 0:00,127.0349607,37.55917988,958927.4872939902,1951193.5343285764
전시/미술,은평구,"[국립중앙박물관] 이슬람 미술, 찬란한 빛의 여정",2025-11-22~2026-10-11,국립중앙박물관 상설전시관 이슬람실,기타,2025.11.22 0:00,2026.10.11 0:00,126.980203,37.52385582,954069.5612424386,1947299.85768815
뮤지컬/오페라,광진구,[광진문화재단] 가족뮤지컬 [산타와 빈양말],2025-11-22~2025-12-25,나루아트센터 대공연장,광진문화재단,2025.11.22 0:00,2025.12.25 0:00,127.070576,37.53757063,962062.114331774,1948781.14232423
교육/체험,종로구,[서울시립 미술아카이브] 기억을 그리는 여행가,2025-11-22~2025-12-14,서울시립 미술아카이브 배움동 2층 모두의 교실,서울시립미술관,2025.11.22 0:00,2025.12.14 0:00,126.9719018,37.60780084,953388.3794929348,1956617.23236168
교육/체험,성북구,[성북문화재단] 2025 성북문화예술교육센터 모두를 위한 문화예술교육 [모두 예술로],2025-11-22~2025-12-09,성북문화예술교육센터 5층,성북문화재단,2025.11.22 0:00,2025.12.9 0:00,127.0497896,37.61024113,960264.3414566466,1956852.1542398676
연극,종로구,[종로문화재단] 2025 무계원 어린이 음악극 [이야기극장],2025-11-22~2025-12-06,"무계원 사랑채1, 안채",종로문화재단,2025.11.22 0:00,2025.12.6 0:00,126.9634368,37.5918679,952631.1255340778,1954853.776279537
교육/체험,종로구,"[서울공예박물관] 개관 4주년 기념 [공박위크 2025: 공예로 잇고, 공예로 쉬다]",2025-11-22~2025-11-30,서울공예박물관,서울공예박물관,2025.11.22 0:00,2025.11.30 0:00,126.9835334,37.57664817,954396.0225058284,1953155.2712620024
교육/체험,종로구,[서울공예박물관] 세대가 함께 마음을 잇는 공예 [대대손손 공예],2025-11-22~2025-11-30,서울공예박물관 전시3동 1층 교육실,서울공예박물관,2025.11.22 0:00,2025.11.30 0:00,126.9835334,37.57664817,954396.0225058284,1953155.2712620024
교육/체험,양천구,[서울문화예술교육센터 양천] 우리가 궁금했던 예술 [그림과 선율로 건네는 위로],2025-11-22~2025-11-29,서울문화예술교육센터 양천 다목적홀,서울문화재단,2025.11.22 0:00,2025.11.29 0:00,126.8321453,37.52821978,940990.1483592076,1947866.609560598
축제-문화/예술,강남구,KILL THAT BALL: SEOUL 프리스타일축구 월드챔피언쉽,2025-11-22~2025-11-23,강남 씨스퀘어 (강남구 영동대로 326 컬쳐랜드타워 1층),기타,2025.11.22 0:00,2025.11.23 0:00,127.066592,37.5038048,961692.8832294268,1945036.6455951305
